n,p,v,corpus
アノテータ,に,依頼する,自然言語処理
アノテーション,を,依頼する,自然言語処理
解釈,が,変わる,自然言語処理
対象,と,する,自然言語処理
タグ,を,統合する,自然言語処理
つ,に,統合する,自然言語処理
解釈,を,尊重する,自然言語処理
アノテーション,を,行う,自然言語処理
対象,と,なる,自然言語処理
全体,を,分割する,自然言語処理
つ,に,分割する,自然言語処理
つ,を,担当する図1,自然言語処理
全員,が,行う,自然言語処理
文書,に,行う,自然言語処理
アノテーション,を,行う,自然言語処理
アノテータ,が,行う,自然言語処理
アノテーション,を,行う,自然言語処理
二人,が,付与する,自然言語処理
段階,で,付与する,自然言語処理
タグ,を,見る,自然言語処理
タグ,を,付与する,自然言語処理
タグ,に,ある,自然言語処理
誤り,が,ある,自然言語処理
印,を,つける,自然言語処理
印,を,付けられる,自然言語処理
此処,で,する,自然言語処理
b,と,する,自然言語処理
b,を,連想する,自然言語処理
b,が,連想される,自然言語処理
I,が,連想する,自然言語処理
人数,が,与える,自然言語処理
距離,に,与える,自然言語処理
被験者,が,連想する,自然言語処理
語,を,連想する,自然言語処理
文法,を,用いる,自然言語処理
文法,を,用いる,自然言語処理
対応,が,なる,自然言語処理
翻訳,が,なる,自然言語処理
こと,を,示す,自然言語処理
表,を,提案する,自然言語処理
文,を,生成する,自然言語処理
手法,に,基づく,自然言語処理
システム,を,作成する,自然言語処理
有効性,を,確かめる,自然言語処理
章,で,説明する,自然言語処理
基,に,行う,自然言語処理
表現,に,掛かる,自然言語処理
方,が,なる,自然言語処理
スライド,に,なる,自然言語処理
抽出,を,行う,自然言語処理
簡約,を,行う,自然言語処理
機能,を,表す,自然言語処理
量,を,表す,自然言語処理
語句,が,ある,自然言語処理
こと,を,述べる,自然言語処理
語句,が,含まれる,自然言語処理
予定,を,述べる,自然言語処理
車載器,に,述べる,自然言語処理
サービス,を,設計する,自然言語処理
量,を,表す,自然言語処理
語句,を,設計する,自然言語処理
過程,で,生じる,自然言語処理
グループ,が,競合する,自然言語処理
毎,に,構築する,自然言語処理
辞書,を,構築する,自然言語処理
情報,で,記述される,自然言語処理
値,が,得られる,自然言語処理
率,を,向上させる,自然言語処理
パターン,を,得る,自然言語処理
とも,に,優れる,自然言語処理
パターン,を,目指す,自然言語処理
改良,を,行う,自然言語処理
コーパス,から,取得する,自然言語処理
用例,を,利用する,自然言語処理
解析,を,せず,自然言語処理
最長,に,一致する,自然言語処理
部分,を,認定する,自然言語処理
用例,と,認定する,自然言語処理
辞書,から,得る,自然言語処理
動詞,を,推定する,自然言語処理
こと,を,する,自然言語処理
目的,と,する,自然言語処理
用例,を,利用する,自然言語処理
論文,と,類似する,自然言語処理
参加者,が,回答する,自然言語処理
結果,を,する,自然言語処理
参考,に,する,自然言語処理
関連性,を,分析する,自然言語処理
手法,を,用いる,自然言語処理
手法,を,利用する,自然言語処理
結果,を,比較する,自然言語処理
有効性,が,評価される,自然言語処理
結果,を,する,自然言語処理
基,に,する,自然言語処理
システム,に,用いられる,自然言語処理
関連性,を,表す,自然言語処理
手法,を,する,自然言語処理
手法,を,示す,自然言語処理
比較,に,用いられる,自然言語処理
下,で,行われる,自然言語処理
比較,に,用いる,自然言語処理
システム,が,利用する,自然言語処理
手法,が,示される,自然言語処理
手法,を,示す,自然言語処理
手法,を,示す,自然言語処理
中,で,影響する,自然言語処理
性能,に,影響する,自然言語処理
地震,が,ある,自然言語処理
最高,と,なる,自然言語処理
組,で,考えられる,自然言語処理
動詞,と,考えられる,自然言語処理
「⋯,に,"なる,「⋯",自然言語処理
組,を,登録する,自然言語処理
辞書,に,登録する,自然言語処理
名詞,と,合わせる,自然言語処理
削除,を,避ける,自然言語処理
削除,を,行なわない,自然言語処理
可能性,が,ある,自然言語処理
対処,を,行う,自然言語処理
削除,を,回避出来る,自然言語処理
日常生活,で,用いられる,自然言語処理
言葉,が,用いられる,自然言語処理
アンケート,を,実施する,自然言語処理
感動,を,表現する,自然言語処理
体験,と,する,自然言語処理
感動,を,表現する,自然言語処理
言葉,を,抽出する,自然言語処理
こと,を,する,自然言語処理
目的,と,する,自然言語処理
前後,を,する,自然言語処理
中心,と,する,自然言語処理
情報科学,を,する,自然言語処理
専門,と,する,自然言語処理
名,と,する,自然言語処理
実験,で,用いる,自然言語処理
素性,を,導入する,自然言語処理
精度,を,上げる,自然言語処理
こと,を,考える,自然言語処理
比較,を,する,自然言語処理
主眼,と,する,自然言語処理
対象,と,する,自然言語処理
モダリティ,を,示す,自然言語処理
有効性,を,調べる,自然言語処理
コーパス,に,依存しない,自然言語処理
素性,を,見出だす,自然言語処理
本章,で,示す,自然言語処理
手法,で,認定する,自然言語処理
度,を,比較する,自然言語処理
作成者,が,設定する,自然言語処理
切れ目,を,示す,自然言語処理
転換,を,示す,自然言語処理
書き手,が,送る,自然言語処理
読み手,に,送る,自然言語処理
箇所,を,検出できるか,自然言語処理
なし,に,検出できるか,自然言語処理
こと,に,ある,自然言語処理
仮説,を,立てる,自然言語処理
ネット,に,書き込まれる,自然言語処理
参考,と,し易い,自然言語処理
趣向,で,持つ,自然言語処理
性質,を,持つ,自然言語処理
書き手,が,記述する,自然言語処理
考え,を,記述する,自然言語処理
考え,を,理解する,自然言語処理
手掛かり,に,なる,自然言語処理
記述,が,あるか,自然言語処理
性質,が,わからない,自然言語処理
材料,と,なる,自然言語処理
レビュー,に,記述される,自然言語処理
理由,が,ある,自然言語処理
物,に,比べる,自然言語処理
参考,に,し難い,自然言語処理
利用者,が,できるか,自然言語処理
内容,を,できるか,自然言語処理
参考,に,できるか,自然言語処理
内容,が,ある,自然言語処理
其れ,に,共感できるか,自然言語処理
興味,が,増幅される,自然言語処理
興味,が,薄れる,自然言語処理
判断,が,出来る,自然言語処理
信頼,が,生じる,自然言語処理
参考,に,なる,自然言語処理
情報,と,なる,自然言語処理
文字列,が,含まれる,自然言語処理
結果,に,含まれる,自然言語処理
文字列,が,含まれる,自然言語処理
文字列,を,含む,自然言語処理
誤り,が,ある,自然言語処理
文字列,を,含む,自然言語処理
失敗,と,する,自然言語処理
研究,で,提案する,自然言語処理
パターン,に,該当する,自然言語処理
物,が,存在する,自然言語処理
パターン,に,該当するか,自然言語処理
文字,を,確認する,自然言語処理
目視,で,確認する,自然言語処理
パターン,に,該当する,自然言語処理
文字,を,自動検出する,自然言語処理
確認,を,行う,自然言語処理
こと,と,する,自然言語処理
構造,を,付与する,自然言語処理
構造,を,考慮する,自然言語処理
構造,を,決定する,自然言語処理
曖昧性,を,解消する,自然言語処理
情報,が,欠落する,自然言語処理
木,を,生成する,自然言語処理
5,に,示す,自然言語処理
木,が,存在する,自然言語処理
規則,が,抽出される,自然言語処理
情報,が,欠落する,自然言語処理
句,が,なれる,自然言語処理
句,が,修飾する,自然言語処理
体言,を,修飾する,自然言語処理
句,が,修飾する,自然言語処理
用言,を,修飾する,自然言語処理
木,が,生成出来る,自然言語処理
此れ,が,なる,自然言語処理
曖昧性,を,増大させる,自然言語処理
