n,p,v,corpus
向上,が,期待出来る,jnlp
1,で,ユーザー,jnlp
プラン,が,明示される,jnlp
達成,を,する,jnlp
目的,と,する,jnlp
サブプラン,が,判定する,jnlp
サブプラン,に,試みる,jnlp
インスタンス,と,する,jnlp
達成,を,試みる,jnlp
そこ,で,行う,jnlp
此れ,に,対応する,jnlp
テキスト,を,処理する,jnlp
計算機,で,処理する,jnlp
辞書,に,乗る,jnlp
常,に,使用される,jnlp
語,が,使用される,jnlp
辞書,を,作成する,jnlp
其れ,を,メンテナンスする,jnlp
必要,が,ある,jnlp
此れ,を,行う,jnlp
単位,を,包含する,jnlp
認定,を,行う,jnlp
対象,を,限定する,jnlp
汎用性,に,ある,jnlp
問題,が,ある,jnlp
毎,に,用意しない,jnlp
規則,を,用意しない,jnlp
問題点,が,ある,jnlp
下,に,並ぶ,jnlp
程度,が,異なる,jnlp
纏まり,を,認定出来る,jnlp
手法,が,望まれる,jnlp
毎,に,存在する,jnlp
フレーム,が,存在する,jnlp
用法,に,合致する,jnlp
フレーム,を,選択する,jnlp
選択,を,行う,jnlp
構造,が,決定する,jnlp
用法,を,決定する,jnlp
情報,を,持つ,jnlp
必要,が,ある,jnlp
フレーム,を,選択できない,jnlp
処理,を,行う,jnlp
フレーム,に,決定する6章参照,jnlp
我々,が,提案採用する,jnlp
把握,に,寄与しうる12,jnlp
こと,が,判明する,jnlp
変遷,を,把握する際,jnlp
可能性,が,ある,jnlp
関係,を,示す,jnlp
6,に,示す,jnlp
カード,に,基づく,jnlp
ベース,が,検索され右側,jnlp
結果,が,自動編集される,jnlp
形,で,提示される,jnlp
処理,へ,移行する,jnlp
はじめ,から,提示される,jnlp
結果,が,提示される,jnlp
率,を,参照する,jnlp
数,と,なる,jnlp
候補,を,優先する,jnlp
候補,を,"評価する
",jnlp
次式,で,"評価する
",jnlp
貴方,を,愛する,jnlp
問題点,に,対処する,jnlp
サンプリング,を,提案する,jnlp
サンプリング,を,改良する,jnlp
文書,と,類似する,jnlp
文書,が,追加されない,jnlp
サンプル,を,排除する,jnlp
物,と,なる,jnlp
文書,が,期待出来る,jnlp
場合,に,比べる,jnlp
向上,が,期待出来る,jnlp
順,に,並べる,jnlp
繋がり,を,補完する,jnlp
文,を,導入する,jnlp
有効性,を,調べる,jnlp
文,を,挿入せず,jnlp
評価,を,行う,jnlp
小出し,に,出す,jnlp
単語,を,表出する,jnlp
類似性,が,反映する,jnlp
類似性,を,反映する,jnlp
場合,が,ある,jnlp
1,に,示す,jnlp
ラベル,に,対応する,jnlp
表現,を,比較する,jnlp
動き,が,逆方向,jnlp
関係,に,ある,jnlp
こと,が,分かる,jnlp
特徴,を,する,jnlp
動き,と,する,jnlp
対義,を,構成する,jnlp
類似性,が,反映する,jnlp
類似性,を,反映する,jnlp
対,と,捉える,jnlp
対,と,呼ぶ,jnlp
1,に,示す,jnlp
動き,を,する,jnlp
観点,と,する,jnlp
対,を,構成する,jnlp
対象,と,する,jnlp
物,が,変化する,jnlp
話題,が,出現する,jnlp
常,に,出現する,jnlp
特徴,が,ある,jnlp
テキスト,に,適応させる,jnlp
モデル,を,適応させる,jnlp
データ,を,作成する,jnlp
2,を,統合する,jnlp
リスト,に,統合する,jnlp
精度,を,測定する,jnlp
結果,を,示す,jnlp
コーパス,を,マージする,jnlp
事例,を,用いる,jnlp
素性,を,組み合わせる,jnlp
素性,が,作用する,jnlp
こと,を,示唆する,jnlp
貢献,を,示す,jnlp
結果,に,含まれるn,jnlp
優先度,に,対応する,jnlp
スコア,を,与える,jnlp
手法,を,提案する,jnlp
スコア,を,する,jnlp
参考,に,する,jnlp
最初,に,分析する,jnlp
箇所,を,決定する,jnlp
スコア,に,基づく,jnlp
例,を,示す,jnlp
最初,に,見付ける,jnlp
全体,から,含まれる,jnlp
グラム,が,含まれる,jnlp
箇所,を,見付ける,jnlp
分析,を,する,jnlp
分析,が,終了する,jnlp
最後,に,られる,jnlp
組,を,生成する,jnlp
名詞,が,意味する,jnlp
特定,が,できない,jnlp
前,に,位置する,jnlp
段階,で,決定出来る,jnlp
コード,が,決定出来る,jnlp
こと,が,期待出来る,jnlp
語,を,抽出する,jnlp
必要,が,ある,jnlp
組,を,生成する,jnlp
語,を,生成する,jnlp
述語,と,する,jnlp
組,を,生成する,jnlp
抽出,が,できない,jnlp
場合,が,ある,jnlp
単語,から,構成される,jnlp
動作,を,表す,jnlp
コード,を,付与できず,jnlp
語,を,する,jnlp
述語,と,する,jnlp
SSG,を,提案する,jnlp
其れ,に,基づく,jnlp
体系,を,構築する,jnlp
上,に,実装する,jnlp
体系,に,基づく,jnlp
問題,と,なる,jnlp
我々,が,設計する,jnlp
体系,を,用いる,jnlp
PCFG,に,基づく,jnlp
率,が,得られる,jnlp
構造,に,する,jnlp
当否,を,述べる貿易黒字,jnlp
正解,を,取り出す,jnlp
コーパス,から,取り出す,jnlp
係り先,を,与える,jnlp
結果,を,表す,jnlp
確率,と,組み合わせる,jnlp
器,を,組み合わせる,jnlp
情報,を,用いる,jnlp
%,と,なる,jnlp
情報,を,用いる,jnlp
こと,で,向上させる,jnlp
率,を,向上させる,jnlp
%,に,向上させる,jnlp
毎,に,比較する,jnlp
傾向,が,見られる,jnlp
効果,を,発揮する,jnlp
こと,が,期待出来る,jnlp
国,を,除去する,jnlp
候補,から,除去する,jnlp
能力,を,向上させる,jnlp
こと,を,示す,jnlp
情報,を,併用する,jnlp
文法,で,記述出来る,jnlp
こと,が,知られる,jnlp
前節,で,議論する,jnlp
集合,を,認識する,jnlp
議論,を,する,jnlp
以下,に,示す,jnlp
集合,を,認識する,jnlp
図,を,示す,jnlp
そこ,から,導出される,jnlp
文字列,に,基づく,jnlp
単語,を,同義語,jnlp
要素,が,省略され難い,jnlp
間,に,言い替える,jnlp
語,が,割り込まない,jnlp
表現,を,言い替える,jnlp
言い替え,を,生成出来る,jnlp
対,が,用いられる,jnlp
私,が,借りる,jnlp
彼,から,借りる,jnlp
名詞句,と,解析される,jnlp
私,が,借りる,jnlp
彼,から,借りる,jnlp
辞書,を,借りる,jnlp
つ,を,指す,jnlp
名詞句,と,なる詰まり,jnlp
判断,が,できない,jnlp
記号,から,行う,jnlp
導出,を,行う,jnlp
グラフ,を,生成する,jnlp
中,に,含まれる,jnlp
パス,から,生成する,jnlp
表,を,生成する,jnlp
要素,に,対応する,jnlp
グラフ,から,生成される,jnlp
表,に,含まれる,jnlp
事例,が,比べる,jnlp
分類,に,失敗する,jnlp
場合,を,比べる,jnlp
事例,が,含まれる,jnlp
段落,で,書く,jnlp
此れ,が,影響する,jnlp
精度,に,影響する,jnlp
差,が,見られる,jnlp
素性,を,入れる,jnlp
ベースライン,と,比較する,jnlp
差,が,減る,jnlp
文字列,を,考慮する,jnlp
文,から,誤らせる,jnlp
パターン,に,従う,jnlp
作文,を,模する,jnlp
文,を,作成する,jnlp
元,に,する,jnlp
文,を,する,jnlp
ペア,に,する,jnlp
コーパス,に,追加する,jnlp
分布,を,反映する,jnlp
誤り,を,見なす,jnlp
ドメイン,と,見なす,jnlp
適応,を,行う,jnlp
分布,が,異なる,jnlp
誤り,と,異なる,jnlp
向上,が,出来る,jnlp
知識,に,基づく,jnlp
コーパス,から,獲得する,jnlp
パターン,を,獲得する,jnlp
y,に,ある,jnlp
等,を,考慮する,jnlp
種類,が,考えられる,jnlp
知識,を,計測する,jnlp
検証,を,行う,jnlp
上記,で,述べる,jnlp
知識,を,得る,jnlp
ベース,を,構築する,jnlp
面,で,ある,jnlp
制限,が,ある,jnlp
地名,から,得られる,jnlp
こと,が,分かる,jnlp
両国,で,示す,jnlp
頻度,を,示す,jnlp
頻度,と,比べる,jnlp
文字列,が,出現する,jnlp
値,が,なる,jnlp
国,で,なる,jnlp
情報,を,活用する,jnlp
グループ,に,属する,jnlp
国,を,区別する,jnlp
素性,を,用意する,jnlp
大蒜,が,なるまで,jnlp
狐色,に,なるまで,jnlp
問題,へ,アプローチする,jnlp
特徴,を,分析する,jnlp
こと,を,試みる,jnlp
訳語,から,判定する,jnlp
属性,を,推定する,jnlp
方法,を,示す,jnlp
作成,に,適用する,jnlp
属性,を,比較する,jnlp
比較,を,行う,jnlp
属性,が,与える,jnlp
結果,に,与える,jnlp
影響,を,調べる,jnlp
辞書,を,使用する,jnlp
属性,を,使用する,jnlp
専門家,が,付与する,jnlp
訳語,を,見る,jnlp
属性,を,使用する,jnlp
性,を,確認する,jnlp
実験,を,行う,jnlp
α,で,用いられる,jnlp
語,が,拡張される,jnlp
適用範囲,が,広がる,jnlp
テレビ,を,作る,jnlp
グループ,に,含まれる,jnlp
α,が,マッチする,jnlp
選定,を,行う,jnlp
単語,を,用いる,jnlp
換言,を,行う,jnlp
値,が,なる,jnlp
計算,から,省く,jnlp
結果,に,影響しない,jnlp
換言,に,用いる,jnlp
計算,を,行う,jnlp
こと,と,する,jnlp
選定,に,用いる,jnlp
経験,に,基づく,jnlp
文章,で,使われる,jnlp
単位,を,言い替える,jnlp
要約,で,用いる,jnlp
特徴,が,ある,jnlp
計算機,で,実現する,jnlp
言い替え,を,実現する,jnlp
単位,を,行われる,jnlp
操作,が,行われる,jnlp
事例,を,収集する,jnlp
特質,を,分析する,jnlp
値,を,利用する,jnlp
手法,を,提案する,jnlp
極値,が,異なる,jnlp
情報,と,する,jnlp
情報,が,評価する際,jnlp
情報,を,評価する際,jnlp
指標,と,なる,jnlp
可能性,を,示す,jnlp
結果,から,読み取る,jnlp
法,が,あげられる,jnlp
人間,が,使用する,jnlp
実際,に,使用する,jnlp
用例,を,用いる,jnlp
例,を,上げる,jnlp
以下,に,上げる,jnlp
文,に,補いたい,jnlp
動詞,を,補いたい,jnlp
こと,を,行う,jnlp
用例,を,用いる,jnlp
問題,と,似る,jnlp
用例,を,探す,jnlp
参考,に,行う,jnlp
コーディング,を,行う,jnlp
有効性,が,評価される,jnlp
利用,が,広がる,jnlp
毎,に,実施される,jnlp
調査,に,引き続く,jnlp
対象,と,する,jnlp
事例,が,含むか,jnlp
評価,を,含むか,jnlp
極性,が,あるか,jnlp
点,から,整理する,jnlp
ノード,に,割り振られる,jnlp
本稿,で,紹介する,jnlp
論文,が,扱う,jnlp
四角,で,囲う,jnlp
部分,に,位置する,jnlp
点線,で,囲まれる,jnlp
極性,を,持つ,jnlp
特徴,が,ある,jnlp
ノード,に,該当する,jnlp
事例,が,見なされる,jnlp
点線,で,囲まれる,jnlp
評価,を,含まない,jnlp
評価,を,含む,jnlp
両方,を,含む,jnlp
其々,に,異なる,jnlp
特徴,が,ある,jnlp
研究,を,発展させる,jnlp
概念,を,再整理する,jnlp
必要,が,ある,jnlp
タスク,で,達成する,jnlp
精度,を,達成する,jnlp
比較,を,行う,jnlp
方,が,予測する,jnlp
類似度,を,予測する,jnlp
現象,を,含む,jnlp
傾向,を,分析する,jnlp
全体,に,含まれる,jnlp
名詞,を,含む,jnlp
数,を,カウントする,jnlp
推移,に,着目する,jnlp
トランジション,を,求める,jnlp
高さ,を,評価出来る,jnlp
トランジション,を,求める,jnlp
此処,で,含める,jnlp
関係,が,該当する,jnlp
関係,に,該当する,jnlp
retaining,に,なる,jnlp
CB,が,持つ,jnlp
知識,から,決定される,jnlp
概念,を,持つ,jnlp
式,に,"従う
",jnlp
意味,を,翻訳する,jnlp
こと,に,ある,jnlp
こと,に,帰着する,jnlp
最大値,を,与える,jnlp
連接,で,与えられる,jnlp
構造,を,合わせる,jnlp
情報,を,加える,jnlp
物,に,なる,jnlp
こと,が,分かる又,jnlp
ステップ,で,与える,jnlp
最大値,を,与える,jnlp
構造,を,得る,jnlp
役割,を,果たす,jnlp
述語,が,伴う,jnlp
語,を,伴う,jnlp
アスペクト,が,表現される,jnlp
状況,が,齎す,jnlp
工事,に,齎す,jnlp
困難,を,齎す,jnlp
意味,を,含む,jnlp
意味,を,含むか,jnlp
手作業,で,収集する,jnlp
辞書,に,付加する,jnlp
手作業,で,付加する,jnlp
情報,を,付加する,jnlp
機能,を,実現する,jnlp
方式,で,開発する,jnlp
研究者,が,指摘する,jnlp
手掛かり,と,なり得る,jnlp
文,から,抽出する,jnlp
テキスト,を,出力する,jnlp
スライド,に,出力する,jnlp
文,から,抽出する,jnlp
スライド,に,出力しない,jnlp
処理,を,行う,jnlp
スライド,に,表示する,jnlp
量,を,制御する,jnlp
スライド,を,提示する,jnlp
とも,に,提示する,jnlp
音声,に,対応する,jnlp
ユーザー,が,感じる,jnlp
違和感,を,感じる,jnlp
処理,を,行なわない,jnlp
ILP,を,適用する,jnlp
知識,を,組み込む,jnlp
学習,に,組み込む,jnlp
長所,が,ある,jnlp
問題,と,見なす,jnlp
応用,と,なる,jnlp
表,を,利用する,jnlp
%,を,達成する,jnlp
訓練データ,を,作成しない,jnlp
システム,と,比較する,jnlp
クラス,を,する,jnlp
訓練データ,を,用いる,jnlp
リスト,と,比較する,jnlp
%,と,なる,jnlp
結果,が,得られる,jnlp
新聞,から,選択する,jnlp
一般,に,関連,jnlp
種,と,対応する,jnlp
正解,が,なる,jnlp
セット,と,なる,jnlp
分類,が,される,jnlp
課題,に,応じる,jnlp
要求,を,選ぶ,jnlp
ランク,が,ある,jnlp
要求,を,する,jnlp
主題,と,する,jnlp
内容,を,記述する,jnlp
記事,を,表す,jnlp
文章,から,収集する,jnlp
coodb,を,収集する,jnlp
形式,で,作成する,jnlp
stcdb,を,作成する,jnlp
関係,で,表現出来る,jnlp
手段,で,収集する,jnlp
データ,を,収集する,jnlp
人手,で,遣る,jnlp
限界,が,ある,jnlp
物,に,利用する,jnlp
関係,を,利用する,jnlp
人手,で,解析される,jnlp
ツール,を,使用する,jnlp
エンジン,で,出来る,jnlp
解析,が,出来る,jnlp
容量,に,なるまで,jnlp
ツール,を,作成する,jnlp
エンジン,が,始動する,jnlp
そこ,から,収集する,jnlp
データ,を,収集する,jnlp
ストラップ,に,なる,jnlp
我々,が,用いる,jnlp
実験,に,用いる,jnlp
語順,を,支配する,jnlp
物,を,反映する,jnlp
条件,が,影響する,jnlp
率,に,影響する,jnlp
2,に,削除する,jnlp
毎,に,削除する,jnlp
素性,を,削除する,jnlp
率,を,示す,jnlp
助詞,を,一纏り,jnlp
単位,が,粗い,jnlp
可能性,が,ある,jnlp
要素,に,対応する,jnlp
素性,を,削除する,jnlp
時,と,しない,jnlp
率,を,比べる,jnlp
重要性,を,検証する,jnlp
其れ,に,対応する,jnlp
素性,を,追加する,jnlp
増加,が,みられるか,jnlp
コーパス,に,基づく,jnlp
対応,が,ある,jnlp
上,で,行き交う,jnlp
テキスト,が,行き交う,jnlp
言語,に,依存しない,jnlp
言語,を,入れる,jnlp
視野,に,入れる,jnlp
自然言語処理,が,される,jnlp
必要,と,される,jnlp
念頭,に,置く,jnlp
言語,に,依存しない,jnlp
言語,に,依存する,jnlp
部分,を,考察する,jnlp
枠組み,を,提案する,jnlp
対象外,と,する,jnlp
結果,が,記述される,jnlp
対象,から,除外せず,jnlp
テスト,を,行う,jnlp
善し悪し,に,影響する,jnlp
モデル,で,記述できない,jnlp
行動,を,する,jnlp
一因,と,なる,jnlp
手法,に,ある,jnlp
問題点,が,ある,jnlp
自体,が,表現出来る,jnlp
心理状態,を,表現出来る,jnlp
影響,を,受ける,jnlp
属性,と,呼ぶ,jnlp
a,を,呼ぶ,jnlp
表記,と,呼ぶ,jnlp
物,を,呼ぶ,jnlp
ベース,と,呼ぶ,jnlp
集合,に,含まれる,jnlp
物,と,する,jnlp
属性,を,表す,jnlp
表記,に,一致する,jnlp
属性,を,抽出する,jnlp
此れ,を,呼ぶ,jnlp
属性,と,呼ぶ,jnlp
属性,が,付与される,jnlp
属性,に,付与される,jnlp
総和,が,なる,jnlp
要約,が,一致する,jnlp
1,を,与える,jnlp
要約,が,一致しない,jnlp
一致,を,除く,jnlp
0,を,与える,jnlp
判断,が,一致する,jnlp
こと,が,知られる,jnlp
基準,に,基づく,jnlp
$,を,加える,jnlp
N,が,増加する,jnlp
N,を,増やす,jnlp
基準,が,満たされる,jnlp
常,に,満たされる,jnlp
異なり,が,飽和する,jnlp
場合,と,言う,jnlp
関係,で,決まる,jnlp
属性,を,表現する,jnlp
比喩,と,なる,jnlp
x,を,特定する,jnlp
対,を,用いる,jnlp
処理,を,行う,jnlp
 ,を,満たす,jnlp
物,が,存在する,jnlp
類似度,が,出力する,jnlp
閾値,を,変化させる,jnlp
刻み,で,変化させる,jnlp
処理,を,行う,jnlp
結果,が,得られる,jnlp
クラス,と,する,jnlp
情報,を,変換する,jnlp
節,に,変換する,jnlp
ファイル,を,作成する,jnlp
ファイル,を,読み込ませる,jnlp
progol,に,読み込ませる,jnlp
規則,を,生成する,jnlp
コンテスト,で,用いられる,jnlp
規則,を,使う,jnlp
テスト,を,行う,jnlp
他,に,用いる,jnlp
表,を,用いる,jnlp
規則,を,生成する,jnlp
規則,を,使う,jnlp
テスト,を,行う,jnlp
結果,を,示す,jnlp
1,に,示す,jnlp
結果,を,示す,jnlp
結果,を,示す,jnlp
手法,を,提案する,jnlp
ベクトル,を,作成する,jnlp
距離,を,計算する,jnlp
語義,を,求める,jnlp
V,を,連結する,jnlp
V,を,連結する,jnlp
V,を,連結する,jnlp
通り,で,行う,jnlp
実験,を,行う,jnlp
もと,に,変換する,jnlp
コーパス,を,変換する,jnlp
分かち書き,に,変換する,jnlp
方法,で,定義する,jnlp
其々,で,行う,jnlp
実験,を,行う,jnlp
場合,が,なる,jnlp
精度,と,なる,jnlp
ldawn,を,越える,jnlp
精度,を,出す,jnlp
こと,が,確認出来る,jnlp
結果,を,分析する,jnlp
場合,と,比べる,jnlp
傾向,に,ある,jnlp
ばらつき,が,ある,jnlp
こと,が,確認出来る,jnlp
手法,で,向上させる,jnlp
精度,を,向上させる,jnlp
用例,を,獲得し辛い,jnlp
コーパス,から,獲得する,jnlp
用例,を,獲得する,jnlp
幅,を,するなど,jnlp
方法,で,確保する,jnlp
数,を,確保する,jnlp
こと,が,考えられる,jnlp
管理,が,求められる,jnlp
人,が,収容される,jnlp
所,から,管理する,jnlp
情報,を,収集,jnlp
共有,が,優先される,jnlp
