n,p,v,corpus
部分,が,構成する,ted
像,を,構成する,ted
ケース,に,入れる,ted
フランス,に,発射する,ted
ロケット,を,発射する,ted
時代,を,物語ってる,ted
蛋白質,に,或る,ted
特性,が,或る,ted
こと,を,活用する,ted
燃料,に,頼らない,ted
患者,を,見る,ted
サックス,が,生まれる,ted
世代,で,させる,ted
こと,を,させる,ted
子供,から,学ぶ,ted
こと,が,ある,ted
欲望,に,気付く,ted
話,を,する,ted
問題,を,抱える,ted
問題,が,見える,ted
目,に,見える,ted
動物,を,守る,ted
取り組み,が,行われる,ted
費用,が,する,ted
流れ,で,出来上がる,ted
対極,に,ある,ted
警備員,に,守られる,ted
リスク,を,かける,ted
傾向,に,ある,ted
持論,を,利用する,ted
こと,に,思う,ted
私達,が,邪魔しない,ted
此処,に,奪われる,ted
人間性,を,奪われる,ted
囚人,が,いる,ted
番号,と,なる,ted
達,が,取り組む,ted
発見,に,取り組む,ted
嘘,を,つく,ted
失格,に,すべし,ted
君,が,持つ,ted
スタイル,を,持つ,ted
君,が,抱える,ted
問題,を,抱える,ted
ラジオ,で,する,ted
話,を,する,ted
指摘,を,する,ted
自体,が,命令する,ted
私達,に,命令する,ted
私達,から,考える,ted
力,を,奪う,ted
私達,が,試すまで,ted
装置,を,試すまで,ted
装置,を,使用する,ted
人,に,使用する,ted
こと,を,許可する,ted
治療室,で,見る,ted
心,を,読みあう,ted
例,に,過ぎる,ted
効果,が,ある,ted
患者,に,行う,ted
治療,を,行う,ted
薬,を,投与する,ted
血管,が,遮られる,ted
変化,が,起きる,ted
事,が,分かる,ted
人々,が,殺戮される,ted
機械,を,作る,ted
コンピューティング,を,する,ted
レゴブロック,で,作られる,ted
私,を,言うです,ted
服薬,を,拒否する,ted
絶壁,を,登り始める,ted
武装,を,する,ted
其れ,が,作り上げる,ted
現象,を,作り上げる,ted
現在,に,飛ぶ,ted
テラワット,を,発電する,ted
燃料,から,発電する,ted
沿い,を,歩く,ted
こと,で,歩く,ted
歴史,を,歩く,ted
冒頭,に,言う,ted
内側,から,向ける,ted
外,に,向ける,ted
際,に,説明する,ted
重量,を,減らす,ted
ガス,に,関係する,ted
環境,で,育つ,ted
人間,が,入る,ted
刑務所,に,入る,ted
承知,で,従う,ted
信念,に,従う,ted
勇気,を,持つ,ted
目の当たり,に,する,ted
人々,が,受ける,ted
刺激,を,受ける,ted
昼食,が,始まるそうです,ted
時,に,始まるそうです,ted
クリス,に,紹介される,ted
実例,が,見られる,ted
初期段階,に,見られる,ted
能力,を,する,ted
指標,と,する,ted
次,に,来る,ted
言葉,を,聞く,ted
イェール,に,起こる,ted
危機,が,起こる,ted
住宅,を,設計する,ted
実際,に,建てる,ted
講演,を,聞かれる,ted
世界,を,変える,ted
カリフォルニア,で,遣る,ted
建築,を,遣る,ted
猿,を,狩る,ted
時,で,塗る,ted
クラーレ,を,塗る,ted
先,に,塗る,ted
投げ矢,を,使う,ted
人,が,いる,ted
フルート,から,関連付ける,ted
グリーンスパン,が,言う,ted
君,が,理解する,ted
私,が,言う,ted
こと,を,理解する,ted
君,が,認識する,ted
私,が,言いたい,ted
運動,が,作る,ted
時半,に,起きる,ted
実際,に,完走する,ted
さん,が,する,ted
自分,に,問う,ted
行為,を,残したいか,ted
方程式,を,勉強する,ted
話,を,する,ted
話,に,なる,ted
コンセント,を,集約する,ted
研究,で,占める,ted
大半,を,占める,ted
北,から,行く,ted
東,から,行く,ted
どこ,に,行く,ted
警官,を,増員する,ted
人材,を,掘り起こす,ted
暴力,を,削減する,ted
肉体,を,取り戻す,ted
此処,で,する,ted
目,に,する,ted
此処,で,する,ted
目,に,する,ted
モンデルマン,が,発見する,ted
オランダ,で,発見する,ted
こと,を,思わせる,ted
物,を,取り除く,ted
人々,が,機能出来る,ted
実験,を,行う,ted
私,が,思う,ted
そこ,で,お話しする,ted
私,が,お話しする,ted
取り組み,に,携わる,ted
経緯,を,お話しする,ted
外国,で,製作する,ted
何,を,製作する,ted
PC,に,触るだけ,ted
こと,で,学ぶ,ted
事,を,遣る,ted
此れ,が,なる,ted
ウィッシュ,に,なる,ted
私達,を,いる,ted
本屋,に,いる,ted
気分,に,させる,ted
行,から,書く,ted
ライブ,で,書く,ted
ブログ,を,書く,ted
自分,が,勝ち,ted
仮,に,出される,ted
本,が,出される,ted
出版社,を,通す,ted
防波堤,と,なる,ted
成分,に,使う,ted
ツボクサ,を,使う,ted
アメリカ人,で,開かれる,ted
ジョブラニ,が,開かれる,ted
カタール,で,開かれる,ted
ステージ,で,語る,ted
表面,に,ある,ted
こと,が,監視する,ted
人,を,監視する,ted
目,で,見る,ted
ワイヤ,を,伝う,ted
枝,を,揺する,ted
芸当,を,する,ted
類似性,が,ある,ted
メートル,を,越える,ted
呼吸,が,なる,ted
スーツ,を,着用する,ted
僕,が,遣る,ted
何,を,遣る,ted
最初,に,見るそうです,ted
顔色,を,見るそうです,ted
此処,で,制御できない,ted
うち,に,制御できない,ted
人類,が,制御できない,ted
プロセス,が,始まる,ted
鍵,が,掛かる,ted
構成要素,を,繋ぐ,ted
そこ,で,する,ted
計算,を,する,ted
技術,を,開発する,ted
人物像,を,一体化させたい,ted
イスラエル,が,発表する,ted
建設,を,発表する,ted
一部,が,通る,ted
村,を,通る,ted
御陰,で,つける,ted
身,に,つける,ted
こと,が,分かる,ted
基礎,を,築く,ted
必要,と,なる,ted
量,を,減らし作る,ted
サイズ,を,する,ted
最後,に,戻る,ted
言葉,に,戻る,ted
最後,に,言う,ted
人,を,見る,ted
亀,と,散歩し為さる,ted
身,を,引く,ted
乱闘,に,ならない,ted
気,を,配る,ted
全体,を,要する,ted
ドリル,で,あける,ted
氷,に,あける,ted
穴,を,あける,ted
そこ,に,設置する,ted
カメラ,を,設置する,ted
此処,で,働く,ted
仕事,を,期待する,ted
祖先,と,保つ,ted
繋がり,を,保つ,ted
結果,を,解釈する,ted
事象,を,扱う,ted
節約,を,加速させる,ted
物,を,利用する,ted
為,に,守る,ted
グレーズ,を,守る,ted
染色体,に,記される,ted
子供,を,見る,ted
早期,に,なる,ted
機,を,見付ける,ted
様,が,聞く,ted
ペラサ,から,なる,ted
年,に,なる,ted
君,に,言う,ted
気,が,する,ted
私,から,出る,ted
ラジオ,から,聞こえる,ted
歌,が,聞こえる,ted
ラジオ,を,置く,ted
家,に,置く,ted
スーパー,に,"あるか
",ted
ソース,が,"あるか
",ted
動物,を,見られない,ted
此処,に,つける,ted
目,を,つける,ted
新米,が,なる,ted
居場所,が,なる,ted
男,が,下ろす,ted
根,を,下ろす,ted
時,が,来する,ted
ブーツ,を,履く,ted
川,へ,向かう,ted
時,が,来する,ted
願い,が,ある,ted
自分,が,思う,ted
成木,と,思う,ted
荷台,に,乗る,ted
人,と,出発する,ted
豆,を,上げる,ted
インド,に,行く,ted
トイレ,を,使う,ted
私達,が,遣る,ted
舞台,で,遣る,ted
チェルノブイリ,に,住む,ted
主人公,が,誘い出される,ted
男性,に,誘い出される,ted
プールサイド,に,誘い出される,ted
大学,を,卒業する,ted
主人公,に,言う,ted
男性,が,言う,ted
手助け,を,する,ted
父親,が,いない,ted
そば,に,いない,ted
刑務所,に,いる,ted
話,を,紹介する,ted
ハイドン,が,聞き入れられる,ted
公,に,諫言する,ted
後,に,集める,ted
私,が,集める,ted
お金,を,集める,ted
役,に,なる,ted
実際,に,募る,ted
前,に,立つ,ted
支援,を,募る,ted
彼,と,違う,ted
機,を,設置する,ted
女性,に,提供する,ted
目,に,見えるか,ted
私,から,始める,ted
秒,で,失う,ted
意識,を,失う,ted
秒,で,失う,ted
命,を,失う,ted
理由,を,上げる,ted
対話,を,すべし,ted
方,を,向く,ted
球体,を,ぷかぷかさせる,ted
潜水艦,で,始める,ted
実際,に,始める,ted
潜水,を,始める,ted
先進国,が,取り入れる,ted
此処,に,いる,ted
現場,で,学ぶ,ted
此処,に,いる,ted
現場,で,学ぶ,ted
メール,に,返信する,ted
何,が,起きる,ted
家庭,を,持つ,ted
マイホーム,を,建てる,ted
ゲーム,で,取り上げたい,ted
分,で,動かす,ted
こと,が,なる,ted
問題,と,なる,ted
食品,に,探す,ted
解決法,を,探す,ted
会員,が,いる,ted
糞,に,なる,ted
家畜,が,消費する,ted
形,で,残る,ted
文明,が,発展する,ted
TED,に,登場する,ted
物,が,誕生する,ted
時代,に,いる,ted
ハブ,が,ある,ted
ロンドン,に,ある,ted
問題,が,ある,ted
自分,が,なる,ted
見出し,に,なる,ted
所,を,想像する,ted
恥,を,かくか,ted
世界,を,見る,ted
徹夜,で,考える,ted
暗号,を,考える,ted
全て,に,使う,ted
こと,を,伝える,ted
機会,を,御座る,ted
問題,を,解決する,ted
人々,が,遣る,ted
達,で,やらない,ted
実際,に,資金提供する,ted
薬,に,資金提供する,ted
薬,が,死に行く,ted
アフリカ,を,表現する,ted
歳,に,なる,ted
取り引き,を,する,ted
姿,を,見せる,ted
私達,に,我慢する,ted
自動車,で,我慢する,ted
ディスカウント,を,提供する,ted
後半,に,ある,ted
薬物,を,売る,ted
物,が,持つ,ted
力,を,経験する,ted
インフラ,を,活用する,ted
最大限,に,活用する,ted
此れ,を,実現する,ted
技術,が,欠かす,ted
其れ,を,捉える,ted
物,を,作る,ted
全体,に,存在,ted
其れ,に,取り組む,ted
何,が,与えず,ted
人,を,殺す,ted
時点,で,気付く,ted
パンデミック,に,気付く,ted
下り坂,で,したがる,ted
栄誉,を,したがる,ted
手,に,したがる,ted
方,を,向上させたい,ted
教師,が,いる,ted
マジョリティー,に,続く,ted
ラガード,と,続く,ted
プロセス,に,参加出来る,ted
此れ,を,なる,ted
トン,に,減らさない,ted
存在,に,感付く,ted
後,に,加わる,ted
イギリス,が,行う,ted
年間,に,行う,ted
割,に,当たる,ted
手術,を,行う,ted
方向,を,失わず,ted
形,で,与える,ted
自ら,に,与える,ted
影響,を,与える,ted
近所,に,作る,ted
スポット,を,作る,ted
事,を,する,ted
此処,に,立つ,ted
道,を,開く,ted
彼,が,開く,ted
こと,に,同意頂く,ted
術,が,ある,ted
怪我,を,する,ted
患者,を,横たえる,ted
ベッド,に,横たえる,ted
ブランド,を,する,ted
台無し,に,する,ted
失敗,を,しない,ted
注意,を,払う,ted
定数,を,記録する,ted
前,に,約束される,ted
歳,に,なる,ted
人,を,引き連れる,ted
ワシントン,に,着く,ted
彼女,と,歩く,ted
郊外,へ,行う,ted
車,で,行う,ted
彼,と,いる,ted
表裏,で,違う,ted
方,が,違う,ted
こと,を,やってる,ted
定期健診,で,受ける,ted
検査,を,受ける,ted
こと,を,過小評価する,ted
貴方,を,乗せる,ted
救急車,に,乗せる,ted
貴方,が,掛かる,ted
医者,に,連絡する,ted
子供,が,いる,ted
神経,を,擦り減らす,ted
映像,を,お見せする,ted
所有権,から,生じる,ted
力,を,計算出来る,ted
私,が,いるか,ted
世界,に,いるか,ted
こと,で,動かす,ted
羽根,を,動かす,ted
こと,が,分かる,ted
次,に,知りたい,ted
何,を,測る,ted
何,を,分析する,ted
所,が,あるか,ted
実際,に,知る事,ted
公私,を,問わず,ted
社会,が,及ぼす,ted
環境,に,及ぼす,ted
影響,を,減らす,ted
本当,に,減らす,ted
手,を,上げる,ted
基,に,測定する,ted
流動性,を,測定する,ted
注意,を,払う,ted
半ば,で,持ち過ぎる,ted
仕事,を,持ち過ぎる,ted
私自身,を,試す,ted
市場,に,出る,ted
メキシコ湾,で,流出させる,ted
BP,が,流出させる,ted
移動経路,を,追跡調査する,ted
チーム,に,同行する,ted
ウィルバー,が,動かされる,ted
信念,に,動かされる,ted
臓器,を,作る,ted
会社,を,始める,ted
奴隷,に,なる,ted
場,で,決める,ted
可能性,を,広げる,ted
自分,が,出来る,ted
私,が,知る,ted
データ,を,提供する,ted
男,が,率いる,ted
女,が,率いる,ted
一緒,に,搭載する,ted
此れ,を,搭載する,ted
砲塔,に,搭載する,ted
相手,に,狙われる,ted
彼方,に,いる,ted
達,が,教育される,ted
職場,で,感じる,ted
遣り甲斐,を,抱けず,ted
時代遅れ,に,なる,ted
努力,で,持つ,ted
依存,を,調整しない,ted
ルール,を,提示する,ted
仕事,を,理解する,ted
種,が,確認される,ted
詳細,を,把握する,ted
答え,を,待たず,ted
容疑者,を,特定する,ted
社会,を,見る,ted
俺,を,信じる,ted
注意,を,払う,ted
ランプ,を,使う,ted
費用,が,掛かる,ted
世界中,に,存在する,ted
こと,を,学ぶ,ted
馬鹿騒ぎ,を,する,ted
私,を,愛する,ted
革命,が,起こる,ted
弟,が,いる,ted
話,に,なる,ted
インターネット,を,使う,ted
力,で,解決すべし,ted
中,に,いるか,ted
其れ,に,乾く,ted
彼女,を,いらっしゃるです,ted
此処,に,いる,ted
達,が,祝う,ted
新年,を,祝う,ted
準備,を,する,ted
時期,に,突入する,ted
私,を,追い詰める,ted
隅,に,追い詰める,ted
行き場,が,なくなる,ted
窒素,が,招く,ted
混濁,を,招く,ted
考え,が,過る,ted
意識,を,過る,ted
右,へ,過る,ted
左,へ,過る,ted
下,に,団結出来る,ted
規制,を,書く,ted
人,を,搬送する,ted
施設,に,搬送する,ted
其れ,で,治る,ted
頭痛,が,する,ted
時,に,治る,ted
水,を,飲む,ted
年,に,始まる,ted
力,に,対応する,ted
者,が,楽しむ,ted
会場,を,楽しむ,ted
重なり,を,見る,ted
層,を,突き抜ける,ted
何,を,すべきか,ted
統治,に,認める,ted
価値,を,認める,ted
自力,で,維持できるか,ted
世界中,を,巡る,ted
所有者,に,なれる,ted
食物,を,育てる,ted
事,に,利用する,ted
土地,を,利用する,ted
方法,を,検討する,ted
池,を,使う,ted
管理,を,する,ted
場所,を,作る,ted
実際,に,高める,ted
価値,を,高める,ted
皆,に,向き合う,ted
丸,で,囲う,ted
私,が,話す,ted
此れ,から,話す,ted
達,に,愛される,ted
何,が,出来る,ted
時代,に,突入する,ted
財力,が,低下する,ted
国民,が,得る,ted
権限,を,得る,ted
理論,を,利用する,ted
傾向,を,発展させられるか,ted
政策,に,発展させられるか,ted
機能,を,強化する,ted
バランス,が,取れない,ted
任務,に,就く,ted
学校,へ,行く,ted
ルール,に,従う,ted
永続,を,願う,ted
天の川,に,入植しない,ted
義務,に,見合う,ted
対価,を,払わない,ted
我々,が,払わない,ted
彼,に,ある,ted
繋がり,が,ある,ted
病院,で,待つ,ted
時,を,覚える,ted
兄弟,が,考えられる,ted
情報,を,共有する,ted
環境,で,育つ,ted
情報,を,共有する,ted
情報,を,共有する,ted
折,に,分かる,ted
子供,が,起こす,ted
癇癪,を,起こす,ted
時,に,出来る,ted
私達,が,出来る,ted
近く,に,いる,ted
治療,を,施す,ted
目標,を,見失う,ted
人,を,治す,ted
実際,に,治す,ted
ガワンデ,が,見つめ直す,ted
医療,を,見つめ直す,ted
在り方,を,示す,ted
口,で,奏でる,ted
チョコレート,に,含まれる,ted
氏,が,共有する,ted
話,を,終える,ted
彼,に,共有する,ted
考え,を,共有する,ted
チャンス,を,与える,ted
